Title,Date,User,Body,Rating 
Thank you.,01/13/2018,jpmurton,Thank you. Thank you for your dedication. Thank you for your patience. Thank you for the times you’ve allowed us to see you losing your patience. Thank you for connecting me to the humanity I’ve been blind to.,5
Such a great podcast,01/14/2018,erin bralesspodcast,"Thank you for this show. Every episode opens my eyes to something I have never considered fully, and I am grateful for that. Well produced, easy to listen to, and you will learn something listening to this incredible podcast. Thank you! ~ Erin Whitehead, Host of the Braless Podcast",5
Advocacy versus Bias,01/15/2018,FrankPrewitt,"I am a big fan. With both information sourcing and news selection criteria getting more difficult every day, this program reliably eases my anxiety by providing thorough reporting. Conveniently (for their proverbial reader), they seem to naturally be predisposed to considering their stories responsibly. Make no mistake, they are giving voice those who have no voice, but not without scrutinizing it as well.",5
Incredible reporting,01/15/2018,hella808,"Tackles important and at times heartbreaking topics with depth, sincerity, and candor. I always learn something new and occassionally tear up.",5
Can’t get enough of this show,01/17/2018,jac frances,"Love the conversations, love the thoughtful questions, and love the subjects that y’all talk about!! Highly recommended!",5
Like the best class ever,01/17/2018,joanilla,"I dream of my (sociology) students growing up to sit around talking over coffee and their own brilliance, moving all kinds of discussions forward, upward, and down deep deep deep just like this. Tuesdays are my favorite day now, because while I cook dinner, I can think with Gene Demby and Shereen Marisol Meraji and their guests. I don't know how I would have made it through the last year without the Code Switch podcast.",5
Stay Woke,01/17/2018,krfire221242,5/5 podcast. Only critique is that once a week isn’t enough! It would be great if you could do a mailbag/Twitter show once a week where you just answer questions from listeners and give takes on current events.,5
Amazing,01/18/2018,papabear1737,"You guys are fabulous!!!! You manage to be both fierce and compassionate on what, for many, are such sensitive subjects. I look forward to every episode.",5
"Insightful, Informative, Fun",01/18/2018,Donna Mae B.,"I love this podcast. It’s insightful, informative, and makes complex topics rather fun. Gene and Shereen make me feel like I’m back in college, just having a conversation with my old friends between classes.",5
Smart and insightful,01/18/2018,feministlistener,Smart insightful journalism and cultural and political commentary on race,5
Been listening since episode 1,01/19/2018,REF2020,"Episode 1 of this podcast -- on whiteness -- changed my life when I heard it my junior year of high school. I LOVE GENE and all the other contributors. I'd love a follow-up episode on whiteness since the first one was so good. Keep up the good work. As a college sophomore, I constantly reccomend this podcast to friends, professors, and family.",5
Mary Hamilton,11/29/2017,Kart man johnson,Very inspiring podcast episode!,5
Love,11/29/2017,carly_siege,Love love love,5
A favorite,11/30/2017,H12468,This is one of my favorite podcasts. So much of our air space is taken up with dominant views & this podcast helps to change that!,5
Important and insightful,12/04/2017,Funkell,"Great discussion and analysis of race, history, and culture from super intelligent people with very important perspectives. Such perspectives from such voices are what America needs in order to find greatness.",5
My favorite show,12/04/2017,!¡!Maya¡!,"Code Switch is a wonderful show, providing smart, subtle, nuanced analyses of issues surrounding race and identity. Always rich, nutritious food for thought.",5
One of my favorite podcast!!!,12/05/2017,King Zamor,"Great podcast, I always look forward to new episodes. Very informative and insightful!!!",5
Gives me life,12/20/2017,MixedGirlMane,"As a person of Mixed-Race, I’m constantly feeling like I need to overly represent for all of my ethnic backgrounds. I feel alone In this quite often. So discovering Code Switch, I feel less alone. Hearing stories of other People of Color or Mixed-Race hears gives me a place in the world. I love how Gene and Shereen approach stories with an empathetic and participatory voice. It just makes me so happy that this podcast exists. And if you haven’t heard the year of love and struggle in a new high school episodes, then please go listen, they were great.",5
Favorite Podcast of 2017,12/27/2017,buchino,"Empathetic and educational, pertinent and prescient.",5
My favorite podcast,12/28/2017,Jenna albany ny,I like to this of myself as a woke white girl- but then i realized i didnt have many black and brown voices in my new and media feeds. I started listening to Code Swicth and fell in love AND learned a lot in the process. I love that the episodes are all different lengths and often they are shorter than other podcasts in my feed so i can alway fit them in. I sometimes am brought to tears by the content and many other times laugh out loud. All the journalists are excellent. I cant wait for every episode. Thank you Code Switch.,5
Worth listening to every episode,12/28/2017,KevDiggy,There’s a wealth of insight about the many and diverse facets of all cultures and people that are explored on this show. Lots of truth being revealed here!,5
Important Discussions about Race,12/29/2017,Zakdavid27,I teach racial and ethnic diversity and assign episodes from this podcast in my class. Excellent and approachable discussions of various aspects of race/ethnicity!,5
Never miss an episode,12/30/2017,Ann in KY,"Code Switch is the podcast in my list that I listen to every single week. I never miss an episode. I learn, am challenged, think more deeply, am inspired, cry and laugh, and become a better member of the human community.",5
Great show,12/31/2017,SLPGrayhair,"Useful perspective from well informed, personable hosts.",5
Listen early and often,01/02/2018,cfl09,"Code Switch is fresh, funny, intersectional and a balm to my soul.",5
Wonderful,01/03/2018,Politics made intersting,I love this podcast. It really brings race into perspective. I think it should be a must hear. If our politicians listened to this and not fox the world would be a better place.,5
This Is A Great Podcast,01/03/2018,Redcedarkid,"Refreshing, professional, thought-provoking, honest, and kind. It doesn’t get better than this.",5
Wonderful and always insightful conversations. They give me life.,01/04/2018,Srotenberg,Every one has been good. Subscribe today and you won't regret it. I learn several somethings every show.,5
Obsessed,01/04/2018,Ohladysamantha,I learn so much from this podcast each week! I especially enjoy the Ask Code Switch episodes.,5
NPR for me,01/05/2018,Jennymcelle,"I enjoy all the topics they speak on, not just mainstream issues and topics from social media, but problems and issues that I can personally relate to. Thank you for having an intelligent program that’s also entertaining and relatable!",5
It's good to be uncomfortable,01/06/2018,maryrburns,"I've just finished listening to every episode of Code Switch, and it consistently confronts me- a white, upper-middle class, Republican-raised woman- with questions that make me uncomfortable. I have twinty-nine years worth of historical and cultural catching up to do and Code Switch not only introduces those ideas to me, but is unapologetic about the fact that they are not necessarily for or about me, and the culture I grew up in cannot be considered the norm. That's difficult for me, and I value Code Switch deeply for it. You have a listener for life.",5
Great podcast,10/26/2017,Shonita160,Love this pod cast.,5
A much needed show,10/28/2017,60Trick,"This podcast is amazing. The stories and discussions are frank, educational and often make me uncomfortable. Thank you for that.",5
Brilliant take on race in America,10/30/2017,Recalcitrare,"This is my #1 go-to for people who aren't living the code switch experience trying to understand race in America. It's thoughtful, compassionate, covers a wide spectrum of issues and thought, and it's made me cry on more than one occasion.",5
Magnificent coverage of the Ron Brown school,11/01/2017,Ardrigh,"Code switch is the finest and most provoking podcast I listen to each week. This latest series challenged so many of my biases about public education. The reporters did a great job of laying bare the challenges of educating young men in unstable, often impoverished circumstances. I became so interested in the students and staff/teachers.",5
"Great topics, conversation",11/01/2017,Ottusch,I love the topics they cover and share this podcast often with my students.,5
Phenomenal,11/02/2017,T-McD,"I just got done listening to the 3-part series on the D.C. school, Ron Brown College Prep High School. The series impacted me so much, I actually shed some tears. The quality of the reporting and all-sides immersion of the day-to-day work and challenges in the school really shed light on how difficult it is to bring about change within institutions, especially schools—even when certain policies directly affect generations of black and brown students. The best of NPR is this podcast. If you haven’t subscribed, you should.",5
Outstanding,11/04/2017,MeginProv,"I have been listening to this podcast since it began and I love it. It is always interesting, informative, thoughtful, and enjoyable. Thanks! Please keep up the great work.",5
The Podcast We Need,11/05/2017,SammanthaW,This Podcast is amazing and so relevant. Great episodes focused on current events that breakdown the issue in a compelling and engaging way.,5
💙,11/06/2017,leighbertchtree,So many great discussions- Code Switch finds the best people to talk to. Everybody needs this in their life!,5
Should be mandatory listening,11/07/2017,Shamalamb,Great dives into topics related to race that many other news outlets and podcasts miss. The hosts are engaging and tell a variety of great stories.,5
SO GOOD,11/07/2017,amirjoon,"I absolutely love this podcast. Literally every time an episode ends I think “already??” I want it to be twice as long! I feel like I’m hanging out with warm, funny, incisive, friends. The main hosts gene and shirin are incredibly engaging and intelligent. Their reporting manages to be focused and far-reaching. The explanatory comma episode (I know, sounds boring) has stuck with me and I think about it regularly. It was mind blowing. I learn something from this show regularly, but it doesn’t feel in any way “educational” or “explanatory”. I can’t recommend this show more highly.",5
A must-listen,11/09/2017,HopefulLeigh,"Gene Demby, Shereen Marisol Miraji, Kat Chow, and company are always on point, always on fire. Code Switch examines themes on race, ethnicity, and culture and the ways they impact our lives and communities. It's a must-listen.",5
"Great, relevant discussions!",11/09/2017,cmandolin81,"Thanks for collaborating to create these excellent discussions! I love many of the show topics, but my current favorite is the coverage of Ron Brown in Washington D.C. This show has a great approach where many minds from different backgrounds come together to contribute insight to really important current events. Please keep making the magic.",5
Love it! Love it!,11/10/2017,JennFitz2,"I️ love the reporting, the honesty and the stories told to me so that I️ get it!",5
Great dose of perspective,11/14/2017,Sollmana,Code Switch gives me just a tiny glimpse into the lives of so many people who have experiences different than myself — and I appreciate that so much. I want to give special props for the series on Ron Brown High School...I cant stop thinking about it!,5
Important stories,11/15/2017,ucasizolo,"In-depth, thoughtful commentary on a wide range of stories",4
"Smart, thought provoking & Informative",11/18/2017,LBS301,Educational for white people (me) who want to get woke.,5
We cannot agree on what education means,11/19/2017,kepbel,This is the most profound statement of the three episodes.,5
Wonderful,11/19/2017,EMorganShe,This podcast is fantastic. I appreciate it so much. Thank you for providing this conversation.,5
Going to school,11/21/2017,Kpelowok,"Brilliant reporting with heart. I use this as professional development with teachers. I love the hosts, their voices and their willingness to share themselves with listeners.",5
The show I love to hate,10/05/2017,Ariel3396,"This show is, like, okay but, like, the hostess is like so totally valley girl that, like, I find myself, like, just counting the number of times they like use the word “like”. The host is not much better.",3
grateful fan,10/07/2017,MadAboutit!!,"Code Switch embarks on conversations which often mirror those I have with my friends, family and community. I’m grateful for all the Code Switch squad reporting and discussions.",5
Thank you!,10/07/2017,CostadelSol199,"I love this show! I love the insight, the interviews, and the perspective it brings to both current events and our culture.",5
Thoughtful & provocative,10/09/2017,ShanfromNYC,A great and interesting way to educate yourself on race. The hosts are very insightful and cover very relevant topics.,5
yes!,10/09/2017,yes please!!!,Thank you for sharing your insight and perspective and for allowing those of us who are striving to deeply listen to and learn from communities of color. This is the podcast I have been looking for! I don't miss an episode!,5
This should be in the top 10 of podcasts.,10/10/2017,Lyssarella,"I love code switch. I've learned so much from it. I've used it in my school as a professional development tool. I've laughed and cried and shouted ""YASSSS! Exactly!!"" as I sat in traffic or cooked my dinner.",5
Long Time Subscriber,10/11/2017,scvKnife,"So important. Window on a reality I could never know without this. ""They"" becomes ""we"". Make eye contact, smile. Magic.",5
Meaningful Topics,10/11/2017,syemane,"I’ve been hungry for intelligent, meaningful, and relevant programming (in whatever form). This podcast is thoughtful and interesting. I feel enriching by the stories and discussions.",5
"Exceptional, high quality broadcast",10/11/2017,Love great music always,This podcast is informative and the hosts are inspiring and well-informed. The diversity of topics is refreshing.,5
Great show for white people to learn more about race!,10/14/2017,29fmfmfs939,Really important topics covered by really knowledgeable people.,5
Thank you,10/14/2017,Ruby Chacon,Great podcast! Thank you for your thoughtful discussions.,5
Interesting,10/17/2017,VegetarianProfLA,Makes you think. Good reporting.,5
Amazing amazing amazing,10/18/2017,indo_cubeam,"I am always so impressed by the amazing reporting and stimulating discussion that happens on the Code Switch podcast. As a Latina and an Asian person, I can relate to a lot of the content about dealing with family and microaggressions. I would love to see more content about POC nerds + geeks and being LGBTQ+ and an ethnic minority.",5
Recommended,10/18/2017,JT3 in Washington NC,Thanks to everyone at Code Switch for helping this 54 year old white Southern guy stay woke. I highly recommend this program to anyone who wants to be more in touch with social issues we face.,5
GREAT podcast!,10/19/2017,Meg-Iowa,Code switch covers a wide variety of topics and is inclusive of all groups. I love that all the hosts of this podcast are people of color. I hope that there will be more podcasts like this in the future!,5
Educational,10/20/2017,Pip perry,"Living in a place that is not diverse, this is a great way to learn about serious issues that affect our country and fellow citizens.",5
love,10/22/2017,MarvaMercedes,"diverse, interesting topics. love.",5
Highly Valuable to us White Peoples.,10/23/2017,MJDoodle,"Excellent Journalism. I value this podcast because it helps me, as a Christian, to love ALL my brothers and sisters in a way that doesn’t diminish their Imago Dei.",5
Enlightening and entertaining,10/23/2017,turkhaven,Only listened to three episodes but enjoy the topics and the narrators.,5
Fantastic NPR podcast,10/25/2017,Nun 9,"I’ve been a fan of Code Switch for the past year, but Ron Brown High School series has been top level reporting. Keep it up!",5
Necessary,09/17/2017,CCS 3060,This is most important podcast out there.,5
Thank goodness for you podcast!,09/18/2017,Hamlet from Reduced Shakepeare Radio Show,"I love this podcast which works as both a mirror and window into the world. I learn something every week and hear an intelligent, emotional and diverse view of the news that is missing most places.",5
The only reason I listen to podcasts,09/18/2017,Ms Terious,"I've tried many a podcast in my day, only to be disappointed by the content or lack of timeliness or voices blaring out at me. Perhaps I'm a tough critic, but most podcasts I've come across don't feel worth my time - even on a long commute. This podcast is the exception. I find myself looking forward to unplayed episodes-increasing anticipation by waiting a few days before listening.",5
Educational and important,09/20/2017,Anonymous 284,Finally puts words to things I see all of the time. Important that everyone listens to this podcast. Gene and Shereen are amazing!,5
Thanks,09/20/2017,hagmagnet,I am getting schooled by this podcast. Thanks to hosts and guests for sharing their experiences and perspectives. Thanks to the production team for making it sound great. I've listened to every episode and will continue to do so. Much love to all ya'll.,5
Gives me life,09/20/2017,AndreaNoricel,This podcast gives me life. They're thought provoking and almost addicting. Thank you for speaking truth in love and asking (and answering) the hard questions.,5
"Never disappoints, always informs",09/21/2017,GirlyGirl12 96,"This is by far one of the best NPR podcasts out there. The reporting is thorough, timely, important, and incredibly interesting. The Code Switch team offers must needed perspective on some of the most pressing issues facing our world today.",5
Mo newz,09/21/2017,Mikky D,"This podcast breaks down the serious and not so serious but even the not so serious can have serious implications. The way code switch relates the everyday can be informative and make one more ""Woke"" yet it is also calming and reassuring in a voice that says ""if we work a little harder together, it will be Ok."" Thanks for that ""Code Switch"".",5
A podcast worth listening to,09/21/2017,cam328,The hosts of this podcast do a great job of having conversations about things going on in the world. They introduce topics that many would shy away from and host the discussions in an informative and inclusional format. I recommend this show to everyone I know.,5
Love this podcast,09/22/2017,L_van_Velsor,I love hearing Shereen and Gene's take on the issues that come up in the news.,5
Mandatory Listening / Thought Provoking,09/24/2017,Rose City Melanie,"I know many people who struggle with the idea of Privilege. Either they don't believe it exists, mistrust the people who are discussing it, or understand it just enough to stop at guilt. You know who you are. Listen here so you can expand your perspective. Everyone else is listening to this amazing podcast. Don't miss out!",5
A way out of the white ghetto,09/26/2017,Okelle,"I grew up in a racially diverse community, but I've lived in a seriously segregated city for almost 20 years. Code Switch is a way for me to stay connected to a community I find myself sadly isolated from in real life.",5
So good!,09/27/2017,Punkysaur,Really opens my eyes to perspectives I'm not usually exposed to. Thanks NPR for opening and expanding my horizons once again.,5
Love,09/27/2017,NTinSF,I always look forward to a new episode of Code Switch. They provided a needed perspective and I often learn something. This podcast has helped me to recognize when my world view is skewed. Thanks!,5
Short and sweet,09/28/2017,TheRealKatherine,It's a good podcast and usually not that long. They cover a wide variety of topics and the show varies in tone and content but there is a similar thread between all the episodes.,5
Smart & Woke,09/29/2017,Alexandra J Hart,"Love the podcast! Smart, interesting content that is so relevant and needed today. Oh-so good for the mind and soul!",5
THANK YOU,10/01/2017,jackijojava,"always nuanced and incisive, this podcast earned yet more of my respect with the brilliantly balanced ep on southern memory monuments in Richmond.",5
My favorite podcast,10/03/2017,Shap Attak,Ever. Thank you for bringing to light the issues that POCs face everyday.,5
Be Easy,10/03/2017,knightau,"This podcast has been one of the best experiences for me as a black man in my adult life. It equips me with some really great tools and knowledge for how to go talk to my friends and family about issues important to me, and keeps me informed about issues others don’t report on. Being able to have a direct line into issues concerning people of color with a top notch team is an amazing experience and I thank this team for that. They inspire me to live my best life, if anyone from the team ever reads this I’ve got mad love for you and one day I’m gonna be on the podcast so don’t go canceling it anytime soon. Be easy.",5
Helps me digest the news,10/03/2017,RaeRedGiant,"From hurricanes to police shootings to pop culture, Code Switch does a great job breaking down difficult conversations for a broad audience, while also keeping POCs front and center. Thanks for the ""expanatory comma.""",5
Consistently Strong and Thought Provoking.,08/27/2017,ckernahan1,I love this show. One of the few that always delivers and rarely disappoints. So appreciate the work and thought that goes into this.,5
Grateful for This Show,08/27/2017,Curtis216,"I'm extremely grateful for this show. The staff are passionate and dedicated. Each episode is interesting. Sometimes I'm shocked or flabbergasted with the views shared in their reporting, but then I'm relieved because that's why I choose to listen to this podcast. I'm white, and while there are people of color in my life, I never get a chance to be a fly on the wall and listen to their concerns as they share them with each other. More often than not, I find myself on the same page or at least sympathetic to the views expressed on Code Switch, but when it is uncomfortable or disruptive it's a healthy, educational discomfort. Thanks to EVERYBODY on the team. Be easy!",5
The one podcast I never miss,08/27/2017,Sadie7000,Consistently interesting.,5
So thoughtful and so necessary right now,08/28/2017,BSLM62,Shereen and Gene have taught me so much; they have opened my eyes to so much my white privilege has blinded me to. They are courageous and provocative and smart. Bravo for podcasts always worth listening to!,5
Essential source...,08/28/2017,flyhuntress,... to inform my perspective of the world.,5
Great podcast,08/29/2017,1time4yourmind,5/5,5
Outstanding Podcast,08/29/2017,Chris Bournea,"An outstanding, informative podcast that provides a variety of insightful perspectives on issues of diversity, race and culture.",5
Love it,08/30/2017,ktalle3,I really like the wide range of racial topics that Code Switch covers and isn't afraid to talk about. Episodes are also funny and personal in so many ways. Code Switch keeps me woke and I appreciate it!,5
One of the faves,09/01/2017,omgojv,"Thanks for the last episode ""I'm not a racist , I'm Argentine!"" Much needed. This type of racism in the Latin community doesn't get enough light.",5
I hear of issues and perspectives I otherwise wouldn't hear,09/01/2017,BRCampbell,"Code Switch provides information that I wouldn't hear of from mainsteam sources.
If I didn't reach out to hear this and other podcasts, I wouldn't know or understand different sides of stories that are outside of my perspective and reach.",5
Love,09/05/2017,Aimeeeereeee,I love how listening to this podcast when I'm in traffic or walking my dog around the neighborhood.,5
Code Switch makes me a better person,09/07/2017,EnerSanctum,"I'm a white dad to two adopted black sons, both of whom are now young adults. Honestly, I started listening to this just to get a better perspective on BLM, but it quickly showed me how much I had to learn and how deeply entrenched I was in (and ignorant about) my own white male privilege. Now, a couple of years later, it is by far one of my all-time favorite podcasts. I listen to some podcasts (S-town, Ted Radio Hour, On Being, Harry Potter and the Sacred Text) for entertainment, but Code Switch actually helps me be a better dad, better American, better world citizen, and a better human. Yes, sometimes it's challenging and uncomfortable, and sometimes I even sob uncontrollably when I'm confronted with something especially hard. Plus, the hosts are just phenomenal. How often do you get such genuine transparency and authenticity as the hosts grapple with their own issues too? This show and its contributors are a treasure.",5
Best Podcast ever!!,09/09/2017,ValdezMarissa2018,I love this podcast. It's has interesting stories that I don't hear anywhere else! The history of hispanics in the census changed my life. I recommend this podcast to everyone.,5
Consistently thought provoking,09/09/2017,LA Hapa,"The subjects that this podcast tackles are not easy ones, and -- as some of the comments below reveal -- may trigger defensive reactions from those who have difficulty seeing the experience of 'the other' as legitimate. I don't always agree with everything that is said in this podcast, nor should I expect to. My experience as a must-ethnic person of Asian and European background is undoubtedly different than that of some of the guests or hosts, but it's important to hear the diversity of perspective that's out there. Thank you for challenging me at times, affirming me at others.",5
My favorite podcast ever,09/10/2017,Apo1026,"I've been listening to this podcast since episode 1, and it always challenges me to learn more about each topic. Depending on the episode, it might make you laugh or cry, but you'll definitely leave each episode thinking about the world we live in.",5
One of my top podcasts,09/13/2017,deemcnguyen,I always look to see if there are new episodes of this podcast. What I have learned from Gene and Shirin is invaluable! Please keep doing what you do. Thank you for all your hard work.,5
Interesting conversations!,09/14/2017,Mfrancic,"The show is engaging and contains interesting and necessary conversations. I feel like it could use more input from white people, as they are often a subject but not well represented. That being said, overall it is a great podcast. I am a white male. I am interested to hear the input and learn how I can better myself and my interactions with others.",4
worth a listen,09/15/2017,Taraflara,"I have only been listening sporadically, but I find the format and content of the podcast to be current, engaging, and challenging. The hosts are informed and dig into challenging issues with skill. I really like and hope it continues. It is hard to always ""get it right"" for all listeners when approaching racial issues, but this show is giving it a go, and I commend them for that. Keep it going!",5
Informative,09/17/2017,Sunny Shae,Good stuff!,5
Insightful and thought provoking,09/17/2017,Boulderholder111,Always leave knowing more about our country and our world and the challenges we face. Code Switch has most certainly broadened the scope of my knowledge and pushed me to think more critically about how to solve the issues of our time.,5
A fave.,08/12/2017,briizii,Thoughtful and intersectional,5
My fave podcast,08/12/2017,Senator713,"Y'all challenge me, bring me joy, and teach me so much every single week ❤️ I really value all the intellectual and emotional work you put into making this (especially those explanatory commas) 😉",5
Great perspectives,08/14/2017,Eranana,Always a learning experience thank you Gene and Sharene (spelling?) and crew of code switch KGB Kat Adrian...,5
Grateful for this Team,08/16/2017,xinest,"I have learned so much and have been able to translate those learnings into action as a white person. Thank you.

Listen to this podcast!!!!!!!!",5
Trying to get and stay woke while white,08/17/2017,amandimalia,"I need this in my life. Thank you for keeping me on top of important news and trends, and for centering people of color in my earbuds every week.",5
Insightful,08/18/2017,Wagnearo,"I've enjoyed this podcast for a while now, and the commentary on Charlottesville was some of the best I've heard. As white teacher in a super-diverse classroom, I've been able to use some of the content to deepen my own and my students' understandings of race in America. I continue to be grateful for the way this team grapples with a multitude of different issues. Keep it up!",5
Very Diverse,08/19/2017,Abmetelus,I am new to Code Switch and I'm already addicted. I love the diversity on the podcast!,4
A Must Listen for All Americans.,08/19/2017,BlancoBen,"Code Switch is incredibly important for our society today. As someone who learned the term code switch when I was a white teacher in an all black school in DC, I am personally very passionate about the importance of being able to authentically and safely exist in various spaces in our society. (No, it was not TFA. I was not ""assigned"" to this school. This was a job I chose and loved.) For me, it meant valuing and respecting my new community in the same way I would any new culture in which I chose to live. Learning the language, the customs, the history, and the value system. For my job as a teacher, to get linguistically nerdy, that meant I taught my students that learning standard American English (SAE) was about adding a language to their fluency in black english vernacular (BEV) while also learning about and honoring the beauty and rich history and importance of BEV. I wanted them to learn the skill of code switching without internalizing the linguistic and cultural oppression society tries to put on them.",5
Thanks!,08/20/2017,juniperhall,Thank you for sharing interesting topics and perspectives. This is a great show!,5
Can't get enough,08/22/2017,MissEducation1230,"So good I wish some episodes were longer or had follow ups. Keep doing what you're doing, Shareen and Gene!",5
Brilliant reporting,08/23/2017,Bklyn mama,Code Switch goes deep with the stories of the day. I have learned so much from being a regular listener. Thanks Code Switch team!,5
I ❤️ CodeSwitch,08/23/2017,wrightannm,This podcast is water in a drought. Thank you for ur analysis and discussion of topics related to race and identity in the USA. We need more stories and more podcasts like CodeSwitch. Must listen.,5
We need more of this,08/23/2017,bolt_alec_jean,Diversity in voices is paramount,5
School of Hard Knocks,08/23/2017,sharoncita2000,"This show makes me, a 60-year-old white person, work hard. And I often feel a little beat up after I listen. And I keep listening. Every week. Because I need to learn.",5
Always thoughtful,08/23/2017,3pwhite,"One of my favorite podcasts. The hosts tackle really tough subjects with grace, nuance, and refreshing clarity. Especially loved the episode about Confederate monuments.",5
Thoughtful and engaging,08/24/2017,Krapor,Listening to Code Switch has become a part of my weekly routine. Their stories are thoughtful and engaging. I appreciate that they tackle tough issues.,5
Interesting discussions about complex issues,08/24/2017,tarheelmommy,I really like the variety of topics and the exchanges between the hosts and their guests. They definitely don't shy away from tough topics and hard conversations that need to take place.,5
Best new discovery,08/24/2017,CSScience,"I am new to code switch and I'm spending time listening to back episodes. It's insightful, interesting and provocative (in the best way). Thank you for making me think about so many things differently.",5
Code Switch is having the hard conversations,08/25/2017,dinobren,"The word ""conversation"" gets thrown around a lot for how to educate more of us and constructively progress on multiculturalism. Code Switch is actually having these conversations, and it has inspired me to have a lot of real conversations with my family and friends as well. I'm white and I enjoy at times feeling challenged, even angry at what I hear. It means they're doing something right. I acknowledge that educating white people is not always their mission - it's on me to supplement their reporting and interviews with other research and life experience.",5
Brilliant,08/26/2017,Kfbaofbdpgnd,"And honest, fresh way to learn about cultures other than my own, and to hear answers to questions I might never have asked. This podcast is especially helpful for white people like me, to have a place to listen and learn and become better equipped for tough conversations.",5
High-quality journalism,07/08/2017,MoonySBCB,"The Code Switch team is doing important work with this podcast, and doing it ~very~ well. This podcast is a multifaceted exploration of the way people experience race and culture in their lives, and the journalism and storytelling is consistently solid.",5
Highly recommend,07/09/2017,BTGoldberg,This podcast features well told and fascinating stories. As a suburban white guy I've learned tons about the experiences of others from Code Switch that I might not have otherwise been exposed to.,5
Deep dives - digestible episodes.,07/11/2017,Xooties,🏆💜,5
Demby must go.,07/12/2017,Gillianwithaj,"I was fine with this show up until Gene Demby made flippant comments about ""beige rage"". He's ignorant. Just as I can't speak to his experience as a black man, he shouldn't speak to the experience of light skinned or biracial people. Unsubscribed.",1
Enlightening,07/12/2017,Nikkijohnson0919,"I binge-listened this summer, and value the diversity of voices and perspectives on each episode. So valuable in our current political climate. Keep it up.",5
The Slants,07/12/2017,AnnDYo,Recommending you listen to the podcast They Call Me Bruce to get more info regarding The Slants' side of the story. They hashed out the difference between reappropriation versus cultural appropriation.,5
Revelant and fresh,07/12/2017,Kananana1,"The Code Switch team always manages to shift my perspective on race an culture, even as someone studied the topic in college and work in the social justice field. The episodes are relevant, refreshing and thought-provoking. I look forward to new episodes every week.",5
A MUST LISTEN,07/14/2017,Beethzart79,This is a fantastic podcast. It's really found it's footing and it's voice. I've been a loyal listener since the beginning and it continues to get better and better. Gene and Shareen keep it all together but the contributions from all of the hosts are eye opening and sometimes tear inducing. I love this podcast and can't wait for each episode.,5
Way to go-keep it up,07/19/2017,Fan of Campus Compact,Love this podcast! Thank you so much for your great stories. Love your style and appreciate all the topics you cover. Well done!,5
Insightful,07/20/2017,jenbbbbbbbb,And educational,5
Everything you want to think and learn about,07/20/2017,Joslynrises,Some episodes I will never forget--months later I'm still thinking new things about them. Gorgeous important work.,5
Gets better and better,07/20/2017,Fatale223369,"Can I say that this is great to hear your views so many times I have listened to your comments and opinions and left like yes, yes that's how I feel!! That's why I'm confused!?! Always amazing I would love to hear more voices from different black and brown voices (interview style). Keep up the great work.",5
Code Switch is glorious,07/27/2017,panascakes,❤️❤️❤️,5
:) :) :),07/27/2017,TallButHeels,"I love this podcast. So many episodes stick with me and I end up quoting this podcast in discussions with friends and coworkers. I learn, I laugh, I remember. Thank you!",5
Better each week,08/06/2017,Kbev95,"I'm up on every episode since the start and they're really getting better over time. I think they're finding really nice ways to discuss issues of race and ethnicity. I feel like every episode has been fun, serious, and informative. I'm enjoying this a lot",4
Absolutely must listen!,08/06/2017,Em-eye,"This is a fantastic podcast. Every week an interesting story. Sometimes tragic, sometimes humorous, always so insightful often really makes me examine my own biases, prejudices, and ignorance, in a good way. I love the hosts. Everybody listen up! (And be easy. ) ;)",5
Gives much to think about,08/10/2017,BeckyUtt,"This is one of my favorite podcasts, the one I share most often. The presentations don't presume to tell me what I think, they challenge me to think deeply to form my opinions. At times it is uncomfortable, at times it gels something I knew, at times it is funny. I like that they work to include all people and their perspectives, Latinex, black in all its forms, Asian, white, etc. Keep up the thoughtful way you are educating me.",3
Among best podcasts on race & identity,08/12/2017,Blueflo,"Anyone who wants to better understand race and identity should listen to this podcast. Eye-opening, sensitive, and smart.",5
Tangled Earbuds 58,08/12/2017,Mary Burrell,"I wait anxiously for Wednesday morning love all the diversity of the host and the different topics on intersection in race, gender, etc., and love Gene Denby and the ladies Marisol Marahji and Kat Chow. I love it when Gene ends the episode with ""Be Easy."" NPR Code Switch is one of my many favorite podcast. I am a fan.",5
Awesome educator resource!,08/12/2017,CalifaGringa,"As a Spanish teacher who builds curriculum and themes around social justice themes I have to give huge props to Gene and Marisol as two of the most valuable curators of topics that affect my students and my greater community, global and local. I i've been listening to your podcast since it came on the scene and I would encourage anyone in education to listen to all its episodes and inform their practice from the crucial conversations that take place here. Especially if you teach AP Spanish, US, or global history courses!",5
New ideas,06/06/2017,vanguard16,"I'm a white, straight, female listener. While I don't always agree with -- or even understand -- what's discussed on this show, I have listened to every single episode and shared several with friends and family. Being exposed to these viewpoints is so valuable, precious even, that I find this podcast necessary in the current political and artistic environment. Agreeing or not agreeing is really not the point: this is a podcast America needs.",5
Pushing good conversations!,06/10/2017,sarahh0101,"Having listened for a while now, I can honestly say that the podcast has been pushing my ideas about race and culture in today's society, in such a positive way! I appreciate the honesty and the candid conversations happening and glad I can share in them through this podcast. My only wish most times is that the episodes would be longer! Most times it feels we only scratch the surface of a great conversation and cut it off too early!",4
