Title,Date,User,Body,Rating 
Obsessed with television programming,01/26/2013,Again Next Time,"The producers of Fresh Air need to turn off their televisions and go out into the real world. Seriously - how many shows dedicated to ""30 Rock"" or ""The Wire"" do we need?",2
uninformed,02/05/2013,ironagecustom,"i've been listening to fresh air for at least 12 years, the last 7 or so on ipod. it seems that it is a shill for whoever will come on the show. maybe it has to do with their finacial situation. conservatives get tossed softballs, liberals get all the time they need to spread their lies. it is apparent the host is a ""spiritual"" atheist who skews everything to the left and asks questions from pure ignorance. any show that contains information i know something about has tons of factual errors. it just seems to be getting worse over time.",3
Terrific,02/15/2013,Morah_B,I love getting Fresh Air as a podcast. Nearly every single interview is very interesting and now I don't miss a single one. I listen to this on my commute and it makes the day so much better.,5
Terry I love you,03/01/2013,KRaeA,"Great interviews. Great show. The way it is posted to itunes isn't the most useful- I recommend listening through an app like downcast, which automatically downloads them, otherwise sorting through all the spliced shows can get a bit tiresome.",4
Stale and boring,03/27/2013,Buddy Y,This show has gotten so boring and predictable! Compare this show to Freakonomics and you can really see the disparity. Is Teri Gross even awake?,1
I love Fresh Air just not the podcasts,04/04/2013,megan528,I love Fresh Air but I've recently noticed a change in how the podcasts get put up and there are in bits and pieces now with massive amounts of repeated segments. I wish it would go back to having the full Fresh Air episodes and not partial parts or the Weekend Edition that is often full of segments that have already aired.,3
Too Agenda Driven,04/21/2013,viewman,I share some of her views but the right bashing is old and annoying.,1
"Great show, but some delivery issues",05/10/2013,Rdf farmer,"I really like fresh air Teri asks good questions a lot of the time, but is really easy on her guests. Especially if she disagrees with them. I listen to most episodes, which is a lot: 5 per week most weeks.",4
Great!,07/09/2013,Quandi,NPR does great podcasts,4
New format ruins the podcast,07/01/2012,JCSBJ,"I have been a faithful listener of Fresh Air for years and feel like the day is not complete without my dose of Terry Gross and Fresh Air. I learn so much about current events that is not covered elsewhere and Terry Gross is the best interviewer ever!! I have heard about people that are not familiar to me and come away feeling like I really know them. The new format of chopping things up and cutting things out ruins the whole show, there is no continuity and I feel like I miss my whole ""fix"". Most of the time I just fast-forward through and don't even bother to listen. Please, please bring the entire show back!!!!!!!",2
Please return to the full broadcast format!,07/05/2012,Fresh Air Fan!,The new cut-up format is frustrating to manage. Love the program though!,2
Oh No NPR is SOOOOOO Balanced,07/12/2012,NewNickname21,"Unsubscibing from this garbage

1 Disgustingly liberal, after listening to her drivel I truly hope there is armegedon just so I can watch liberals fall apart in the real world",1
"Abridged Show, Can't Listen Anymore",07/13/2012,Bill_Streeter,"I love Fresh Air, but I can't stand to listen to this podcast anymore. They used to podcast entire episodes, now it's mostly just short segments of the show. I can't listen to the show live so the podcast was a great way to keep up. But partial episodes and segments don't really do it. I had to unsubscribe because it's just too frustrating. Sorry someone thought that podcasting anything less than the entire show was a good idea.",1
ANOTHER person upset with the new packaging of segments,07/16/2012,Funn007,"I hope someone is listening! We don't like the ""re-packaging""! I end up hearing the same interviews in different podcasts- some mashed together, some short little interviews. I loved knowing I had a good hour of Terry to listen to each time I got a new podcast, now it's jumbled.",5
Show: great; format: not so great,07/19/2012,Canavansbackyard,"This show routinely features excellent content. I've enjoyed both the interviews and the reviews for many a year the show remains one of my favorites from NPR. But I'm afraid I find myself on the side of those who dislike the recent decision to segment the podcast; it ruins the continuity and the listening experience. If, for whatever reason, the producers feel that they must continue this abominable practice, can they not also make a single, unitary daily episode available for download?",4
Anyway you listen... it's still great,07/22/2012,Lucho Blanco,"In pieces, in chunks, a segment here, a segment there... who cares!!! FA's still the best NPR has to offer -besides ATC and CarTalk and WWDTM of course!",5
Should be required listening for all,07/24/2012,patpras,Topics are timely and delivered from all angles so that you have a strong sense of understanding an issue. This show informs me in ways very few other programs do.,5
Like the new format,07/24/2012,Yorkshire exile,Goes without saying that the show is excellent. Several times a week I reference something that I heard on Fresh Air. The new format is a big improvement. If I have heard a segment earlier or am not interested in one then can just skip to the end without missing the shorter segment at the end of the program.,5
Here The Thing with Alec Baldwin,07/29/2012,Oraine from N.Y.,My cousin from Toronto just turned me onto Here's the Thing. As soon as I heard Alec Baldwin's voice I was hooked. It's a great venue for this very charismatic man. I like the way he is able to speak to a wide variety of guests as though he is intimately familiar with each of them.. He allows you to get to know the interviewees. Very entertaining podcast.,5
Great Podcast,08/01/2012,Mac B from Tennessee,"I've come around to the way the podcast is edited by segment now. It just took some getting used to. I like that if I have a backlog, I can remove segments I've heard or have no interest in.",5
Terry is better than Oprah,08/10/2012,DDKKs,Terry does a better interview than anyone. She manages to ask hard questions in a respectful way that requires the subject to give a real answer and not spin it.,5
Too little Terry,08/16/2012,Listener from Brooklyn,"I live Fresh Air for one reason: Terry Gross. I have absolutely no interest in listening when Terry's absent and that has been far too often recently. I understand that Terry has been doing this for a long time and that 5 days a week must be a rough haul, but her guest hosts do nothing for me. I've stopped checking for and downloading new content most days because more often than not lately I'll get a show with a guest host. I'm about to give up on the show entirely.",2
Love it!,08/16/2012,Zingaaaaaaaaaa,Best podcast out there.,5
Complete Titles,08/18/2012,TennisAlways,It would be easier to choose among podcasts if you showed the complete title of each segment.,5
"It's good, but the podcast in iTunes is becoming nearly unusable.",09/12/2012,Srotenberg,"I used to love Fresh Air podcasts, guaranteed interesting hour or so. Then they started splitting the podcast up into tiny increments so you had to go through the sign on/off 6 times to listen to one podcast and still hear the ""on air"" station identification stuff. So I downloaded only the long segments, regretfully leaving the others behind. But now there is no way to even identify the long segments as they have removed the time from the podcast listing page!!! What gives? I think I am just going to give up.",4
Replace Terry Gross!,09/17/2012,ABS NYC,"I don't understand AT ALL the rave reviews Terry gets as an interviewer! i can't tell you how many times I've been listening and thought ""COME ONE! ASK HIM (BLANK)!!"" --a very obvious follow-up that she consistently misses. obviously her producers have given her a great list of questions but she is incapable of follow-ups.",3
Terry Gross,09/21/2012,Bekkee,What a great interviewer! I am constantly amazed at how she gets her guests to open up. I've often seen the same guest give lousy interviews on television talk shows. She is truly talented.,5
NPR Fresh Air,09/22/2012,JPatty34,"Great show, insightful and interesting each week, keep up the good work.

I like that this show covers in depth the complex issues that our society is facing around the world.",5
"Love the content, still getting used to the format",11/26/2012,Jostraveler,"I loved it when this podcast when each podcast was an actual show (now the podcasts are divided up into individual segments of the show). I can see the reasoning behind doing it this way, but it feels a little disjointed if you wish you were listening to the regular show format. If you want to listen to it that way, then go to the NPR website and listen to it under the ""Programs"" tab. The player will play the show without station identification in the order and pausing that God intended. Great content.",4
Liking the new format of breaking up the stories!,05/02/2012,Timothy OHara,"Love this podcast. Excited that it looks like they are now breaking up the stories, perfect.",5
The new format (chopped-up) is no good.,05/03/2012,CousinFlip,"Fresh Air is a great radio show but this new, chopped-up format is awful. I'm unsubscribing because I hate going to the trouble of downloading the show, only to find I've downloaded just a 4-minute movie review. Please bring the old format back, and I'll come back, too!",1
"Love the show, hate the podcast format",05/06/2012,nvwilkins,"I would have given this podcast a 5 star rating, but I really dislike having the episodes broken up by segment. I used to listen to this podcast everyday. I love the show and I think the content is excellent. But when they switched to breaking the podcast up into segments, I stopped listening to the show regularly. The new format is frustrating to download and listen to. I hope they consider changing back to the full-episode format.",3
"Love the show, not the podcast format",05/06/2012,stitensor,"I would love the format to go back to the full episode, and then my rating will go to a 5. Terry Gross is fantastic at her job.",4
"Best interviews anywhere, dislike new podcast format",05/08/2012,larrydata,"Obviously, this show is the best interview show EVAH, but since the podcast format change I rarely listen to all of it. If your podcast settings are ""download most recent"" then you'll end up with only one part of each night's show (easily fixed, but has to be done at home). Then I never know which segment goes first. Part of the magic of the show is that I found myself listening to people that I didn't think I was interested in over the course of a show. Now that I can choose to click on each individual part too often I decide to skip the show altogether.",5
Make it a single file again,05/12/2012,Tom Hayes,Strongly dislike the multiple files per show now. PLease go back to the old format or add a new feed with entire episodes.,1
Listen to the reviews,05/14/2012,samajax,"Fresh Air is the best, but listen to all the reviews and switch back to the full length format. Five minutes here and there makes for an unsatisfying listen.",2
Single file!,05/14/2012,NatSat776,Love the show but please go back to the single file format!!,1
A must have podcast.,05/18/2012,PodThaiNoodles,One of the most intriguing things to me is that the interviews she does with people I've never heard of are almost always better than the ones she does with the big name stars. Really spectacular.,5
Please go back to unified format,05/30/2012,Julianneelaine,"Fresh Air is a five star Podcast. Why are you breaking it up into bits? I listen while walking the dog. Do you know how hard it is to manage a leash, a full poo bag, a big dog eyeing a squirrel, and to pull my iPhone from my pocket and load up another segment while it searches via 3G network? I want to scream at the stupidity of your new format. One star to you until you come to your senses!",1
I like the new segmented format,05/30/2012,Bronxfreshfan,The new segmented format is great! I can skip clips that are of less interest to me.,4
What?????,06/06/2012,Backpack babe,Does anyone like this all broken up? Please please go back to the single show format. Normally what was a five star show is only getting three stars (and even that feels generous) because I've stopped listening since you've changed it up. Boo.,3
"good show, bad pod",06/08/2012,Specialer,"The show is great, the administration of the podcast from editing to playlist management, not so much.",3
No breakup please!,06/08/2012,Jammaas,This is a 5 star podcast! The one star is to express my irritation about the fact that all the segments are now broken up. What the heck are you guys thinking? Please change it back!,1
Breaking up,06/15/2012,dbdfdudhx,"I, as so many other listeners, will be breaking away from NPR due to the format change. Please bring it back the way it uses to be. I do not see any way to listen to this in small clip like this!",2
"Take it for what it is, not what you want it to be!",06/19/2012,anonymousotherguy,"A) Terry Gross is not an anchorwoman! Her interviews and stories are not mean to be objective reporting! This is a op/editorial show, not a news show!",3
Get over it,06/19/2012,Upset in Omaha,Fresh Air 4 lyfe! This new format is very nice. All you crabapples can keep your first-world problems to the pages of yr blog.,5
Podcast management blows,06/24/2012,SideshowDoug,"The interviews are good, but for some reason I keep getting Fresh Air podcasts from 2010 & 2011 downloaded as new.
It's been going on for awhile. Aside from continuing to delete the old podcasts, which is getting tiresome, my only remaining option is to unsubscribe.",1
Can't live without Fresh air,06/28/2012,MEW@@,"I love the fact that guests - very interesting guests - are allowed to speak without the ""anchor"" talking over them. They actually get the speak in full sentences!",5
Love fresh air!,06/29/2012,Wkdbttrfly,"Terry Gross does THE BEST interviews! I learn so much about her guests through the interesting questions she asks, and I enjoy the fact that her interviews last a lot longer than the 5-10 minutes we get on other radio shows, or talk shows on television. I actually feel like I get to really know these people!",5
Love the new Fresh Air podcast design!,03/21/2012,Listening while folding laundry,"As said above, I love the new podcast design, which allows you to download the episode in its segments rather than its entirety. It's impossible for me to catch EVERY episode, so it's nice that I can now select the stories that most interest me and catch up on others as time allows. It'd be nice if the backlog, which is available above, also appeared in your podcast feed (so that you could keyword search using the iTunes search engine), but that's only a very minor complaint. I'm just glad that my Fresh Air experience is now so much more easy and enjoyable!",5
Finally-- descriptive titles!!!,03/21/2012,"Jessie In Spokane, WA",Thank you for adding this feature. Long wondered when it would happen. :),4
Fresh air podcast new design,03/22/2012,Foxydr,HATE IT!!!!! I listen to the podcast when I can't sleep and really prefer to listen to the whole show and not just parts. Go back to the old way. I love this show,1
Half hate new format!,03/25/2012,Biggest Fatttest Fan,"I LOVE the titles on each podcast, it really helps to know what I've listened to. I HATE the partial program, I can fast forward if I don't want the whole show. KEEP the titles, TOSS the partial podcast!!!!",2
Hate the podcast design / love the show,03/26/2012,Martin_SFO,"The podcast titles used to include the broadcast date which made it easier to catch up on shows I missed. The new dateless titles are a mess. I'm not crazy about the shows being chopped up either, but that I can live with. Please return to dating the show titles.",5
What have you done to my favorite Podcast!? UPDATE!,03/28/2012,Koreadoug,"This is the best podcast in the iTunes store. Why have you chopped it up? I can't listen to it during the day so I listen to it in the evening, instead of watching mindless and mind numbing television. Please bring back the entire podcast (including the theme music).",5
Return to Posting Full Shows!!!,04/01/2012,Ralph Smithers,"Hate the change to posting undated segments. There's a reason this show is so popular and it is, in part, because of the mix of guests. STOP CHOPPING IT UP!!!",1
New format is terrible,04/01/2012,Jjjrwm,"This used to be my favorite podcast, now I don't even bother listening anymore, the new format of partial episodes is terrible! Stop cutting up episodes!",1
Smart & Insightful,04/03/2012,LH5000,Finest interviews and reviews available.,5
New Podcast Format (Almost) Completely Useless,04/07/2012,DaddyLight,"Show is a 4-star. Podcast is a 1-star.

The new practice of splitting up the broadcast into smaller podcast episodes is a failure. It foils the automatic update and splinters the continuity of the show. And the editing?? They managed to leave in the car commercial (oops, sorry NPR - sponsorship), but cut out the Ornette Coleman outro? One plus - it makes the countless repeat episodes ('now out in paperback . . .') easier to skip without having to skip over Ed Ward as well.",2
Fragmented Episodes :-(,04/09/2012,DayWhirl,"I like the new titles, but not how the podcasts are fragmented into sections. The sections of a only few minutes seem especially abrupt and disconnected. The approach has sacrificed flow. May we please hear them as they are created for broadcast? I'm only complaining because I love Terry's Fresh Air and I've enjoyed it for many years in its entirety, and would like to continue doing do.",2
New Format Maddening!,04/10/2012,Balls2Walls,I really really really want full episodes back!,2
"Love the show, titles but formatting?",04/11/2012,Fischer Price,"Love the show, daydream of being interviewed by Terry Gross one day about some amazing thing yet to be done, but agree with the comments on splitting sections. It makes my 8 mi runs seem longer as I need more podcasts to listen to.",5
This is why I love podcasts!,04/12/2012,LICChick,This show is amazing. Period.,5
Great Podcast. New format is BAD,04/13/2012,Haleynaebig,"Love this podcast. All the players on it are terrific. But the idea of splitting it into pieces doesn't work for me. I like the whole thing, and find myself downloading it much less frequently as a result.",4
Miss full show,04/24/2012,selliott23,"I like the full show, but I don't like getting pieces of it. Please go back to old format of the whole show.",2
"I love Fresh Air, new format is terrible",04/26/2012,Gr3gorsamsa,I've been listening to Fresh Air for over 10 years and the podcast for about 4 years and it is wonderful. Since the new podcast format has been released I have only listened to a couple of episodes in the past month. It is too choppy and complicated. I would much prefer that the podcast be returned to its original unedited format.,4
All time favorite,04/26/2012,MizMia,Lifelong fan of Terry Gross!!!,5
"Love the show, but please put it back together!",04/27/2012,BFG 76,"This would be a five star rating for the show alone. I have loved Fresh Air for many years. But please, please put the show back together. The new editing of pulling the show into segments is a terrible experience. I hate feeling frustrated by something that I love so much!",3
Wish I had more time,04/30/2012,paco3791,So many great interviews so little time.,5
Terrible change!,03/10/2012,ddrmn1,"Only one partial episode at a time, a total of 6 minutes? This is not a podcast, it is a joke. Change it back to the way it was.",5
Fafan,03/10/2012,Mamoru's girl,Bring back full program podcasts! Why change what we all love and depend on!,1
"Full Episodes, please!",03/10/2012,fortywestfoodie,"I am so confused. I'm a student. I went on spring break. I came back, and I can't download the Fresh Air episodes that I missed this week, nor can I get full episodes. This is so disappointing. I was planning to catch up on this week's episodes on my drive back to school tomorrow. Please start posting full episodes again. I understand that NPR is on a budget, but the appropriate thing to do would have been to let podcast listeners know in advance that this was going to happen if it is absolutely necessary. This is really disrespectful to listeners. I'm so disappointed!",4
Please bring back full episodes.,03/11/2012,Mathdawg,Why change perfection?,1
What happened to Fresh Air podcasts?!!,03/11/2012,quiltysssgg,How and why did this happen? Please share with your loyal listeners why Fresh Air is no longer available as a podcast!,1
it,03/11/2012,romagirl,just saw a tweet. they switched subscription services and are working on fixing it.,5
What is going on???,03/12/2012,Evilbil,Where are the podcasts?? Please bring them back!,1
NPR dropped the ball,03/12/2012,berklyn,"It's a ""dead parrot"" now that they stopped posting the interviews which was always the best part. My workaround is to go to their website and download it into iTunes and change it from music to podcast in the options menu. I don't know why they can't just post it on iTunes like they do on their website. That's the only reason I give it a one star. Maybe if everyone does this they'll get the message. It is a great podcast otherwise.",1
Where are the podcasts?,03/12/2012,codamonday,This used to be one of my favorite podcasts. Why did you stop uploading the full broadcast?,1
What's the deal?,03/12/2012,A boulder co,Where are all the shows?!?,1
Fresh Air podcasts,03/12/2012,JR in Atlanta,What happened to NPR's best podcast?? Very disappointed.,1
Thank you for bringing back full episodes!,03/12/2012,Geohul,Glad they're back.,5
She's back!,03/13/2012,tpf1952,A few days without Fresh Air was like nuclear winter. Welcome back!,5
Thanks for adding episode info & not just the date! A real help in choosing downloads.,03/13/2012,naples boomer,Best interviewer anywhere!,5
Make each cast a full hour!,03/13/2012,Dadeae,"This is the best podcast, period.",5
Fantastic Public Programming,03/14/2012,bheinz,Great interviews,5
Yay!,03/14/2012,MinneyTheMoocher,"Glad each podcast is now being individually named rather then calling each one ""fresh air"" fallowed by the date. Love the show!!!!",5
Great podcast,03/15/2012,Oldies buff,I can't say enough good things about Terry Gross and Fresh Air.,5
Excellent Book and Author Recommendations,03/16/2012,Enunciated Piffle,"Terry Gross has turned me onto some great reads like 'Whip Smart' by Melissa Febos. Her interviews are great, but I must admit I find her very 'caucasian.' Terry does an excellent job in her subject matter choices and direction of discussions. 5 Stars!",5
what happened/,03/19/2012,AichYA,"Used to get an entire show in a podcast...now it's broken in 2,3 or more segments. Can't listen seamlessly anymore. Fix please.",3
Full episodes?,03/09/2012,RichHosford,"What happened with the full episodes? One of the great things about longer podcasts is being able to turn them on and listen without having to constantly select something new every, let's say, 6 to 7 minutes. Still love the show and hate to give one star to anything related to it but please bring back the full episodes. Thanks!",1
What the heck is going on here?,03/09/2012,Papageno50,"I love Fresh Air, but when I came here expecting to find a number of episodes (or segments of episodes) available to download, I find that only the most recent one is available. What's up with that?",4
what happened to length?,03/09/2012,4NPR,what happened to the full length podcasts?,5
Fix it fast!,03/09/2012,Thenightmancometh14,"Better fix this problem fast as you watch the ratings fall from its stellar 5 stars. Look at all the 1 and 2 stars recently.

Bring back the whole episodes!",1
PLEASE!,03/10/2012,HCL Xiao Hong,"Please bring back Fresh Air podcasts!

They were an important part of my life.",5
What the heck?!,03/10/2012,Kidcuditoeminem,Where are the episodes?! Bring them back!!!!! Fans need their Fresh Air!,1
WHAT HAPPENED???,03/10/2012,RobMoj,How come the podcast are less than 10 minutes now? :-(,5
Full episodes please,03/10/2012,WarmWaterGirl,I love Fresh Air. When I wake up in the middle of the night I listen until it lulls me back to sleep. Many times I restart the next day to finish if listening cause it was so interesting.,1
Hate the new shortened format.,03/10/2012,Delche,I love Fresh Air but I hate that the shows are now shortened and that I am unable to listen to previous episodes. Everyone write NPR and tell them you are not happy. I did.,1
I want my podcast back!,03/10/2012,Aelgifu,Add me to the column of what the heck? Where did the full podcast go and why not keep the last few do we don't have to go in every day do down load? This is ending my listening to fresh air.,1
"Full episodes, please!",03/10/2012,Zoomer001,I want my full episodes back. This change stinks.,1
Me,03/10/2012,chrisblick,"I used to exercise to the podcasts, bring back the old format! Please!",4
WHY?????,03/10/2012,NPR user,"Why, if we love the podcasts so much, would you not put the full episodes??? It's more convenient than waiting for it on the radio. Even if you delay it by a day that wouldn't be a problem. Please give me my Fresh Air back.",5
New format stinks!,03/10/2012,Cimmi6,Enough said,1
What going on?,03/10/2012,terrryguy,Who made the (very) bad decision to reduce the Fresh Air podcast to a shell of its former self? Is this part of a larger plan to force the public radio listening audience to pay TWICE for content? It's a terrible idea and will only serve to alienate Terry's core audience. Join me in writing to WHYY to ask them to post the complete podcast and to put up more episodes.,1
What the hell is wrong with you people?,03/10/2012,Mr Jumpy Jump,The old format was great. I've listened to just about every episode on iTunes since I started downloading podcasts 4 or 5 years ago. This change is awful. Please bring back the old format.,1
What happened?!?,03/10/2012,Kimmix,"I've long enjoyed downloading complete episodes of ""Fresh Air""--why has this option been taken away?",1
Want Full Fresh Air!,03/10/2012,Fresh Air Molly,I'm a paying member but don't live in the US...I listen through podcasts...please return to the full podcast format...please,1
Fresh air,03/10/2012,rjs369,"What is going on? I counted on fresh air to get me through my 45 minute commute, now what? Hate this new format...please bring back the old!",1
Bring back the old format,03/10/2012,Brendastevens,I'm adding my comment to the others: bring back the long format episodes of Fresh Air! Please bring back the past shows as well. The new version is HORRIBLE.,1
Informative and insightful!,02/07/2012,JustNAct,M,5
Need titles!,02/09/2012,Gouinlock,"I would probably download this podcast more if I could see more info in the iTunes listing. For a show that airs so often it would probably be to more peoples satisfaction to be able to ""cherry pick"" the interviews they would like to hear. I usually pass over the list because I can't be bothered investing the time to find interesting programs, despite the fact I like the interviewer.",3
Terry Gross doesn't belong on the radio,02/16/2012,Steve_Ball,"I'll repeat.

Terry Gross doesn't belong on the radio.",1
Titles please,02/22/2012,Nancy05,Want to rate it higher but wont because of the lack of titles. Please add some identifying description to the title beyond the date. I can't listen every day and need to pick those shows I'll listen to. I'd like to know who's on the show before downloading.,2
Guest names?!?,02/28/2012,LaszloHugoRomeo,I love Fresh Air but I would like to know the topic before I download a show.,4
Love Fresh Air- Podcasts Need Titles!!!,02/28/2012,A.McKee,I love the program but I can't see what to download on my iTouch. We know it's Fresh Air- lead with the interview title!,1
Review writing,02/29/2012,Fromthedarkwater,"Rating a podcast on its lack of titles is trivial and shows a real deficiency in the reviewers mental capacity. A review should be of the content, not the user experience. This podcast deserves more than to have impatient ""iTouch"" users run rampant with their star ratings. Anyone who uses the term ""iTouch"" to refer to their ""iPod touch"" shouldn't be aloud to speak let alone make ratings.",1
What happened?,03/08/2012,sunnyblueanchor,Where are all the recent Fresh Air programs?,5
How come only one episode!?,03/08/2012,Demi Moaned,What happened to Fresh Air? They used to have the ten most recent episodes available in the Apple Store. This was convenient as you only need to log in once every two weeks in order to stay current.,5
Fresh Air,03/08/2012,KWS111,"I agree! Where have all the recent episodes gone? Please find a way to revert to the old system of the last ten episodes, with their descriptions. This is frustrating and annoying. Past episodes were always 5 star; new system gets NO STARS!",5
Short Podcasts-Fresh Air,03/09/2012,Hlove1971,Why are we only getting shortened versions with only one segment?,4
What happend?,03/09/2012,Rusty Rebar,Only 6 or 7 minute podcasts? Please say it isn't so.,2
What happened??,03/09/2012,Jam615,Why is there only one segment which is only 7 minutes long? I used to regularly download the Fresh Air podcasts and found them to be very interesting and informative. I will give more stars when they start providing the full show on iTunes.,1
Fix to downloading problem,03/09/2012,FridayFixer,"Bravo to Fresh Air for splitting each show's stories into individual podcasts. To get around the current problem of new shows not appearing, resubscribe to the podcast. It's not perfect, but it's a good temporary solution.",5
What happened to full episodes?,03/09/2012,Teacup97828,"I've subscribed to this program for quite a while, but it looks like they've gone to podcasts that just have a part of the day's program. What's up? No more full episodes? Disappointing doesn't start to express my feelings.",2
Where is my old Fresh Air?,03/09/2012,ginko32,Why are we only getting 6 or 7 minute episodes? Where are all the fresh air episodes?,2
Where did they go??,03/09/2012,Christina Richardson,What happened to the full episodes? And why is the available segment only 7 minutes long?,1
Part of my morning ritual.,03/09/2012,CI-L,"Every weekday I download the previous day's podcast and listen to it while I'm getting ready for work. I love the interviews, love Terry Gross and love telling friends all of the interesting things I hear on the program!",5
Where did all the podcasts go?,03/09/2012,Missing Access,"Hello! I am a member of KCFR in Colorado. I must admit to being a bit of a radiophile; I especially love Fresh Air. As a stay at home mom, I look forward to the conversations that grace your show. Unfortunately, I cannot always catch the radio broadcast. It plays in our area when I am picking up my 5 year old from preschool. I often would find a day so packed with block stacking, and baths and painting that I would miss the day's podcast entirely. I loved that you would allow us to go back and listen to shows further back than just the previous show. No worries, I could always catch the podcast.Until now. When I visited your iTunes site I found only a 6 minute excerpt. I don't know that i will waste my time downloading a portion of the show (especially if those portions consist of monologues). Thank you for all you have done, I will genuinely miss Fresh Air and the hour of witty banter in brought to my day.",5
Fresh Air,03/09/2012,ZaylynZ,Why is only the last episode available? I don't like to subscribe to podcasts and would like to choose individually.,4
Consistently excellent,09/02/2011,Bostonia,20+years running.,5
Intelligent,09/10/2011,Yoram Zara,Terry Gross presents an intelligent educating program with interesting interview. It always makes you think. A must!,5
Fresh Air,09/15/2011,calidee,"I love this show, it is always excellent!",5
Best interviewer working anywhere,09/20/2011,Dashtanga,"Terry Gross is the best. As proof take note that in nearly every interview the subject, no matter how well known or inured to the usual subjects, comments 'That is a great question Terry. NOBODY HAS EVER ASKED ME THAT BEFORE.' ! Terry hits it out of the park every show. Please Terry don't ever stop!",5
Where did all the episodes go?,10/24/2011,silverfawk,Only the last ten episodes are available for download when just last week they were all available! I would have snagged them all had I known they were being removed. Please change back.,1
Less is less,11/04/2011,TG/4,Just want to go back and hear a show from a week ago. Too much to ask? Who does this new policy help?,1
Don't like the new format.,11/06/2011,Susanita 1,I can't listen to my favorites shows anymore without going to iTunes. iTunes don't tell the topic of the show or anything related to the show.,1
Some Common Sense Please,11/09/2011,Grack2bXact,"Listen, you maniacs - WE CAN'T SEE THE SUBJECT OF THE EPISODE IN THE ITUNES LISTING! Why do I even have to mention this? Embarrassing.",3
Wrong audio! Whoever is responsible for updating your podcast directory is failing...,11/13/2011,Retrorans,"My favorite Podcast but...Been trying to listen to the Zimbabwe interview for two days... Also, yes, topic titles or guest lists in the podcast title would be helpful. Thanks!",2
Excellent Podcast!,11/16/2011,CjoyLaBelle,"I can't believe you people are rating Terry Gross & Fresh Air low because you don't know how to use technology. Don't hit the title, hit the ""FREE"" button next to it to download it to your phone. And if you are going to be so picky as to what the subject matter is before hand, might I suggest visiting their website. You know this show, while sometimes the subject could sound a little less than exciting, I find that Terry and her crew research and ask thought provoking questions that not only make the subject matter fascinating, but also I usually walk away a little more enlighten. I'm very thankful that I don't snub the shows based on the title and I give each show a chance. Life is sometimes a grab bag, so relax, give it a try... you might just learn something new. And for crumb sake learn how to use your devices. I'm over 50 and I figured it out! Maybe it's because I remain open to new things. Hum",5
One of my favorites,11/18/2011,Wagner4,Terry Gross is fantastic. I love that the show features all kinds of subjects and people.,5
Terry you are my favorite teacher,11/18/2011,ArunrajanPunj,I have learnt more about world around me from you than all teachers I have had. Plus I have learnt how to be compassionate without being biased.,5
Wonderful show,11/18/2011,Lunics,Terri is an amazing interviewer. She also clearly has an amazing support staff and a great go-to host Dave. Thanks for all the fascinating and probing interviews.,5
NPR at it's worst,11/25/2011,cvplummer,"I have always hated this show.. I don't know if it's the over-intellectualization of the host (the kind that would have her actually say that Gene Simmon's behavior is an 'act' right to his face, of which she could not handle the blow-back) or the utterly horrible taste the music reviewer has. Between the mind numbing haute interviews and music reviews trying so hard to convince me of the artistic honesty of Taylor Swift and Katy Perry, and countless obscure acts I feel like my mind us numb from the mental hand job.. So much so I have to rake a nap.",2
Boring!,11/25/2011,AJTJR,Fresh Air is stale. So left leaning it is boring and predictable.,2
"Great show, but the sound levels need work",12/05/2011,Akibo1,"Fresh Air is my favorite podcast on NPR. My only complaint is that the sound levels between Terry Gross and her interviewee are often way off, so I need to adjust the volume depending on who is talking. I hope they spend a little time adjusting levels before putting out the podcast. Other than that, great work!",5
The best interviewer working today,12/28/2011,Mezadourian,"Terry Gross has a great combination of intelligence and charm. She asks question from a place of curiosity, creating space for her guests to offer insightful answers. And she stood up to Uta Hagen - and won.",5
Great Podcast,01/04/2012,j276,"One of the few I listen to frequently. I would give 5 stars if they would change the book reviewer...Her opinions are fine, but the nasal voice and extreme enunciation makes me want to scratch out my eyes.",4
Cure for common commute,01/13/2012,Superjuliebelle,"This is a stellar show. Fascinating interviews and thoughtful reviews. It keeps me company on my way to work, and the commute flies by! If you like it, it wouldn't hurt to donate to your local NPR station, or to WHYY which produces Fresh Air. (Just an idea.)",5
Lucianoi,01/22/2012,Luc Iannacci,I love this show!,5
Excellent!,08/13/2011,Tavi2,One of the best things about having a smart phone. Thank you for the absolutely great interviews.,5
Brilliant.,08/17/2011,Englandgal,One annoyance is the lack of show title. You can afford to lose one of the date stamps to make room.,5
"I agree with the ""brilliant"" guy",08/20/2011,Callie's Dad,Searching for a specific interview I want to hear again is frustrating. Why are some titled and some are not?,4
No podcasts here,08/23/2011,the stranger,Nothing to download. Where did all the NPR podcasts go?,1
What?,08/23/2011,FlandersLevy,Will there be no more downloading and streaming of NPR programs for iPod users? Will we have have to go through the cumbersome process of syncing all of our favorite programs? You spoiled me NPR code monkeys. It was great while it lasted.,2
Why are you gone?,08/23/2011,Myfacehurtz,Why did all the NPR podcast go away for download on my iPod touch but not my iPhone?!,1
Technical glitch or policy change?,08/23/2011,Old Mac Hand,NPR podcasts are available for download and syncing on iTunes/Mac but not directly on iTunes/iPhone. What gives?,1
