Title,Date,User,Body,Rating
Great Format - Great Content,01/24/2018,Matt from Portland,I originally caught Jeremiah on a panel discussion and was impressed by his ability to call people out and avoid a partisan tug of war. He challenged everyone on the panel but wasn’t a jerk! I have listened to several of these and I love the format and the thoughtful dialogue. Great show!,5
Not the full show,01/24/2018,Littlepoison-WA,The podcast only gives part of the whole show. Today’s podcast was only 11 minutes long. Give us the whole hour or two!,2
Great Show,01/25/2018,ConorJMayhem,"Love the format, Joshua Johnson is a master juggler",5
Please offer full episodes!,01/26/2018,Amyvt98,"I love the show and enjoy listening to the parts made available on iTunes, but I’d love to be able to listen to full episodes, too! I work during the day and am rarely able to tune in for the entire show.",4
Refreshing,01/26/2018,gabby1130,Thanks for a balanced show Joshua. Nice to hear all voices on various subjects.,5
Part of my daily routine,01/30/2018,JPAuyer,Having to drive almost an hour to-and-from work through rural Vermont is evermore enjoyable listening to 1A. I appreciate the variety of panelists and viewpoints that are expressed; that Joshua Johnson is willing to push back (and take criticism) from guests and listeners; and that interesting and unexpected show topics come up. It is defintely part of my daily routine. Make it part of yours.,5
"Great Podcast, but..",02/01/2018,KatMer5,"I listen to this podcast regularly, and love that it tackles such a wide variety of topics. However, I have to take off a star in response to today's episode on the necessity of supplements. Not 5 minutes in, Joshua Johnson pauses the discussion to play a clip from Aziz Ansari's Master of None about working out/body image, no mention of supplements. You would think with the dialogue around Ansari and the MeToo movement, the inclusion of the clip would have been more thought out, especially as there are many other (and perhaps more relevant) pop culture references to body obsession that could have been used. Just left a bitter taste in my mouth.",4
More critical thinking?,02/03/2018,gbaptista,"I like Joshua’s show when he opens the mic to the guests. The topics are great but I feel there is a lack of critical thinking. Joshua, could you please be more incisive? Many NPR donators will appreciate it. Thanks, dude!",2
Melania trump...,02/03/2018,knowitall12,"Why even do the story. YOu did nearly a half hour show on Melanie Trump. NOthing new, nothing unusual, nothing. Why even bother doing the show? I feel a though you wasted my time, and ended the show acting like you had created such enlightenment. What a waste of good air time. It wasn't the subject, it was the journalist or lack of one on this show.",1
Always informative,02/09/2018,YoginiJenn,Love 1A - great variety of topics; always intelligently presented.,5
Perfection,02/11/2018,Team Sigel,"It is safe to say I have an intellectual crush on Joshua Johnson. He asks tough questions, demands answers that don’t skirt around the question, and works hard to provide objective information. He also does a great job of getting at the intersection of the different identities in a very meaningful way.",5
Love 1A,02/13/2018,lasifantas,Lots of good topics and thanks for keeping Friday Round Up!,5
JKC1,02/16/2018,phxclark5,"I LOVE, LOVE, LOVE the Friday News Round-Up!
Joshua Johnson has done a GREAT job continuing Diane Rehm’s work. This podcast always has excellent, interesting and current programming. I highly recommend this podcast.",5
Love it,11/20/2017,Jessl87640,"The show is always challenging, fresh and funny. Brings a bit of civility back to the national discourse",5
Class act,11/20/2017,Pordy90,20+ year Diane Rehm listener and was prepared to not like this. By summer I was hooked (and wnyc AM just took it away :(,5
Love the show,11/20/2017,Critime,This is an intelligent conversation that is balanced. Sorry but I don’t miss Diane because she was sometimes caustic and critical of her guests opinions.,5
Love the 1A Podcast.,11/26/2017,JohneL,Joshua Johnson is doing a fantastic job of ‘picking up and running with the ball’ from beloved Dianne Roehm. His background and knowledge of different communities relevant to our changing society is a welcome change. I especially appreciate his keeping the guests from drifting into perhaps unfamiliar jargon and acronyms keeping all the listeners on the same page.,5
Great show but missing episodes!!,12/11/2017,Annalynne_Genevieve,"I got hooked onto 1a this summer when I used to listen to it during my hour long commute to university. Love the show and the content! Joshua Johnson is an amazing broadcaster and host. He shows respect to all of his guests and tries to make sure every side of the story is shown which I greatly appreciate. However, I'm really not happy that only a few select episodes get uploaded!! Why?? For those who can't listen live (which is a large majority of the population) downloading them is super convenient, why wouldn't you want all of your content readily available? You'll reach more viewers! That's the only reason for the one star I deducted. Get it together Josh!!",4
Denny,12/13/2017,Denny Catlett,"This podcast, which is a great concept, has gotten worse recently. When it first started they posted only one hour of the show on the podcast. That is now down to a half hour or less on somedays. If NPR or the producers don’t want to make a full podcast available they should stop posting it.",1
"Good subjects, Poor prep",12/15/2017,debanndg,"I like the subjects, but I don't think that Joshua does his homework on the issues. He doesn't challenge his guest when they say things that aren't true or are questionable. He also doesn't bring up key issues that should be addressed. For instance, on Net Neutrality, he didn't challenge Pai on issues such as increases in cost to individual users. Also, he has so many guests that they rarely have time to cover issues in any depth. So much time is spent introducing them. Like the show, but needs some work.",3
love,12/16/2017,durnanuhr,it,5
Keep it up!,12/17/2017,MattyCabie,"Great show, amazingly intelligent host and extremely informative. Keep up the great work.",5
1A is Great and,12/18/2017,Ray D from NY,I am a fan if 1 A and would encourage others to listen. I enjoy the pod regularly on NPR One and really enjoy the in depth discussions of current and past events through the lens of Free Speech/ the First Amendment.,4
Even better than the predecessor,12/19/2017,Indiananative,"Joshua Johnson is incisive, intelligent, and does an excellent job of keeping his guests on topic. His questions are so insightful, but keep the conversation grounded in reality. And the range of topics and guests is so diverse. Best talk show on NPR.",5
The best,12/20/2017,Swoody813,"If I could give this show 6 or 7 stars I would. Joshua Johnson is so intelligent, thoughtful, and thought-provoking as a host. His commitment to diversity and inclusivity is exemplary. His guests are sometimes wonderful and sometimes infuriating, but he is always able to get something out of them that benefits the listener. I have learned so much from this pod, and I recommend it to everyone that asks me about pods.",5
Too much BS goes unchallenged,12/22/2017,Yet another David,"Critical thinking is in shorter supply than it used to be when this time slot was Diane Rehm's, and that's too bad. I had high hopes for this host.",2
Awesome,12/26/2017,Raecrob5235,Rarely go a day without listening. Enjoy the wide range of topics and feel JJ makes a strong attempt to showcase multiple opinions and voices. Please keep up the great work.,5
An Excellent Podcast,12/27/2017,Sally D.,"Knowing Diane Rhem to be irreplaceable, I dutifully tuned in to 1A for the Friday news Roundup, and only sporadically picked up other shows, based on how interesting I thought the topic would be. I found Joshua Johnson to be competent, prepared, balanced, and curious. As the months have passed, though, I find myself listening to 1A almost daily, and not because of the topics. Joshua Johnson has increasingly found his voice, which is funny, passionate, and driven to excel. And in finding his voice, he has found me as a devoted listener. I look forward to many years of having mental windows thrown open by this podcast and the world brought into a broader perspective by Mr. Johnson’s zeal to explore and explain it.",5
Diane is gone,12/28/2017,Noonepleasehavethisname,1A is what was needed. NPR was too white and too old. The new host does a much better job of calling out the left and right leaning guests for their biased opinions. It’s great when he asks tough questions to liberal guests when Diane would have sided with them or given them a pass for their comments.,4
"The more I listen, the more I like 1a",12/29/2017,donna ree row,"Good questions, good guests.",5
Tell me when the whole episodes get released,01/02/2018,EdgarSonneborg,"Based on the number of reviews saying that it is incomplete because it is truncated, I'm not even going to try to subscribe to it. Advertise when you decide to release the whole conversation.",3
Amature,01/03/2018,Lefkalc,"Joshua talks to his audience as if they are stupid. He talks so slow and disconnected and he breaks things down far too much it implies that the listeners intelligence is that of an elementary school student. He also leaves no mystery to radio; saying things like, we’re going to break in a minute, or I know we have to break in a minute, really bursts the magic of radio. The listener has no idea of this break, so don’t give it away. Joshua also does not let his guests have the limelight. The show is about the topic and not the host. He also silences his guests mics so they can’t jump in. Often the guests are far more knowledgeable about the topic than the host, don’t stifle that intelligence! Sometimes I listen and think, wow this guest is at the top of his/her field and I am not able to hear a full thought by this guest because Joshua keeps interrupting and redirecting the topic and often tossing to another guest. I can only assume that he is insecure about the topic or intelligence that he can’t keep up. It’s ok if you don’t know everything the guest knows, that’s why you have a guest. I really hope you’re able to take the comments with a grain of salt since it’s been a long time coming for me to write his review. A lot of this can be fixed by taking a deep breath and relaxing before the interview. Talk less, interrupt less and have more faith in yourself and the show. The host is nervous and it shows.",2
"Poignant, purposeful, and to the point.",01/08/2018,Walkebb,"Joshua Johnson does an excellent job parsing the current events of today, and the program has an equally excellent knack for inviting compelling correspondents on for viewpoint from people close to the topics.",5
A must listen!,10/19/2017,aparrott85,I have found this podcast about a year ago and I have enjoyed the range and depth of the reporting. Joshua Johnson does a great job hosting the podcast. I would recommend this podcast to anyone who is interested in being informed about what is going on in America and abroad.,5
Fantastic show,10/20/2017,ChelseaFan72712,"Great guests, great topics; always learn something new at the end. Keep up the great work Joshua.",4
"Good work, Joshua!",10/21/2017,lstovel,"1A is broadcast on KQED too late for me to listen, and the podcast as a whole is too time-consuming, so I listen to KQED’s announcement of the topic, then go find that issue of the podcast when I can. Joshua is doing a great job handling a variety of topics. And the topics are current and interesting. I do wish that occasionally he would get back to the original concept of 1A.",5
Lots of viewpoints,10/21/2017,TXSmo,"I appreciate all the effort 1A puts into getting guests with differing viewpoints and opinions. It’s refreshing to hear some civilized conversations about hard topics from different points of view, and without the drama! Thank you Joshua, 1A, and NPR!",5
The conservations we should be having.,10/21/2017,NRD90,"1A is forward thinking and hosts the conversations the popular media tend to miss. Over the past year WE have talked about PrEP, gun ownership (not just gun violence), and RTV (just to name a few). JJ gets all sides of the conversations and we get to hear from the source. Love this show and JJ is incredible. Wish I had as much confidence and sass as him.",5
Fantastic show but,10/22/2017,lscho,"The podcast doesn’t have the entire radio show. I can’t always catch 1a live so I wish the whole show was podcasted. 1a is thoughtful, balanced and insightful on various topics. The news roundup is great-an in depth look at national and world news with the experts and journalists you want to hear.",4
A great new show,10/22/2017,McDale,"I’m really impressed by Joshua Johnson. Excellent questions. Interesting guests. While the Friday show with the wrap-up of the news is my favorite, I listen every day. Well done.",5
Fabulous!,10/24/2017,mnjltl,Love Joshua!,5
Stellar show - ignore the Naysayers.,10/25/2017,Wilbemine,The 1A does exactly as promised: explore modern topics from the perspective of free speech and representation.,5
MORE,10/28/2017,pkaudio,Minnesota Public Radio deprived it’s listeners the intelligence of Diane Rhem in favor of a “local celebrity”. Now it only presents one hour of 1A. Wish the podcast would fill the void and offer both hours.,5
Top notch interviewer,11/04/2017,Detritusboy,"Jonathan is a top notch interviewer and reporter. He offers a fresh, balanced and sympathetic voice that often pushes guests that need pushing.",4
One of my very favorite podcasts!,11/04/2017,Lilly903,"I totally love listening to Joshua Johnson! He is extremely bright, knowledgeable, and fair. He asks great questions, explains things clearly, and offers thoughtful analyses. Plus, he has one of the best radio voices ever!",5
One of my favorites,11/11/2017,GLITTERHIPPIE420,My wife and I found this show listening to public radio and now I have subscribed to the podcast we have been listening since the show started. I don’t always like the topics but I always enjoy listening to the views on your show Joshua Johnson is a great host and I am disappointed when he is not on. Keep up the great work A+ show,5
always disappointing,11/12/2017,rowan2,"This show needs more real, thoughtful, impassioned discourse. I have continuously been frustrated by the tepid almost prefunctory discussions. Finally I have unsubscribed, as listening to it is just a waste of time.",1
Outstanding show!,11/13/2017,Uneedthis,"On a recent car trip I was able to get my Fox listening, Trump supporting brother to listen to the show with me & he was impressed by the unbiased, non spin coverage of the issues covered that day. 1A helps you to be more informed & to have intelligent conversations about all of the important issues we are currently facing. Keep up the great work!",5
1A,11/14/2017,Pitterpat80,Joshua Johnson asks intelligent and thoughtful questions in a wide range of pertinent topics! I find myself wanting to listen to his discussions even while I workout.,5
One star ratings and reviews are whack,11/17/2017,graham.i.am,"The cellar of “fake” news believers is starting to drive me crazy. 1A keeps the conversation bipartisan and is very inclusive to each side of the debate. When people and companies decide to reject invitations to go on the show, it should really put into question the authenticity of what they truly believe in and stand for if they are unwilling to defend it on a bipartisan public platform.",5
Waste of air time,11/17/2017,Mary Jeffco,There’s way too much Joshua and very little discussion. This 2 hour time slot was important when Diane or her guest hosts worked it. Now it’s gone from knowledgeable discussion to drivel.,1
Fantastic!,11/17/2017,Lenny Fish,Joshua Johnson is a fantastic host. He is thoughtful and smart and brings a balanced and often witty view of the world and the news. Great podcast.,5
Excellent Talk Radio Show,11/20/2017,Javaellie,"Articulate. Thoughtful. Courageous. Civil. Joshua Johnson asks good, sometimes difficult, questions. He keeps the conversation moving. Always something worth learning.",5
Hopeful.,08/15/2017,Big Roller Ppp5,"So far nothing can replace Diane Rehm Show. I'm 32 and have listened Daily to Diane since 2005. It was my staple for art, society, and news. This show caught my attention but I dropped it after a while because it didn't seem have have variety of deep topics. I've recently caught a few episodes that have been very enjoyable and focused on arts and science. I don't just come here for news but I do enjoy the roundup style news 1A posts. I am hopeful that I have found a replacement but they have big shoes to fill.",5
Good overview,08/20/2017,ierttela,Good review of the most important stories if you don't have time to listen to anything else.,4
Great show,08/24/2017,CSScience,"This show is excellent, interesting guests and topics. I never get to listen in real time, so I catch up with the podcast",5
Thanks for fixing the podcast,08/25/2017,anon32435444353fg,"As far as I can tell, they're now podcasting full episodes, and so I'm changing my rating to 5 stars. I've come to enjoy Joshua Johnson's hosting style, and I'm quite glad that there are frequent guest hosts to change it up, as well. The strength of the Diane Rehm show to me was always the format, not the main host (sorry, folks--I thought Indira Lakshmanan and Susan Page were better than Diane Rehm). The Friday News Roundup, my mainstay for news, is better than ever.",5
Love it,09/06/2017,JesseMK,Love it,5
Fantastic,09/14/2017,lalalalalla,Joshua Johnson is one of my favorite NPR hosts. What an excellent interviewer. I could listen to this all day!,5
Engaging Conversations,09/14/2017,EricGuy,"There are some great, engaging conversations on this podcast. I don't listen to every last one, but the ones that catch my eye are always worthwhile.",5
Joshua is awesome!,09/17/2017,BhamEm,I love the show. Joshua is thoughtful and really does his homework! Highly recommend!!,5
Interesting and diverse,09/21/2017,LaLa_Jen,I like this show because it brings me topics and guests that I wouldn't normally hear from. It's interesting and actually thought provoking.,5
Mixed,09/21/2017,Connie RR,"Good
-topics
-guests",3
Joshua Johnson and Diane Rehm,09/24/2017,HappyNG,"I have been an avid listener of the Diane Rehm Show for the past 15 years and was saddened to see her retire. When I first started listening to the 1A Show by Joshua Johnson I was definitely a sceptic. How can ANYONE replace La Grande Dame of the most defying and newsworthy podcast of all? Well, after many months of listening, I can sincerely say that Monsieur Johnson is indeed a most talented and astute moderator with a wealth of knowledge of his captivating topics and high-quality guests. I am now a true believer of Monsieur Joshua Johnson.",5
Expends,09/26/2017,Blindsighted,Great show...a fantastic expansion on its predecessor “the Diane Rehm Show”. Joshua is able to reach an audience Diane was not able to reach (not due to lake of ability) hence the show has generated some fantastic interviews audiences would otherwise never get. One such interview is Gucci Mane. Fantastic show.,5
Love 1a and Joshua Johnson,10/05/2017,1a FAN,"I was such a Diane Rehm fan for years that I couldn’t imagine anyone filling her shoes. But Joshua Johnson has managed to do just that while making the show his own unique brand. Great topics which are timely and sometimes ahead of the headlines. Joshua, you rock!",5
I can't understand the few negative reviews,10/05/2017,Al Kelson,"complaining of this being cut or in some ways ""incomplete."" The entire podcast may occasionally exceed an hour. Indeed, it's its depth that drew me to it. It spends many of its episodes dealing with a single subject, sometimes from several points of view. I am a news junkie, but I usually leave this podcast with new insights into events I think I've followed closely and considered at length.",4
Not fake news,10/08/2017,Kasia8asia,"Ignore trolls throwing around glib characterizations . This is a great podcast. Librarian doesn't equal wisdom, Scott.",5
Great follow up to Diane,10/09/2017,Jk6980,I think this show is articulate and thoughtful. Like the masses I would like to see the whole show. Like what’s available from a laptop.,5
Timely. Thoughtful. Respectful.,10/13/2017,Bates123456,"If you can listen to the original show (2 hours) then great, but for the busy among us, this is an excellent daily topic show podcast. Joshua Johnson keeps the conversation moving between guests of different political hues while keeping the conversation serious and respectful.",5
Go Joshua!,10/15/2017,bbc sport READER,"Timely, intelligent, fair-minded, socially responsible without being preachy. A class act.",5
Clarity and insight,10/17/2017,Abdeel Salaam,I love the show. The content is just as inclusive as Diane Rehm’s show but also features fresh topics and with new voices. Joshua is well-rounded and I am doing my part to share the show with people of my age and demographic who may not have listened in the past.,5
Feet to the fire,10/17/2017,mcintj,"Joshua, I loved your interview with Maniforts lawyer. You are very clear in diction and content as you pose questions to your guest. Thanks for holding his feet to the fire so skillfully. It was refreshing and empowering.",4
1A is a solid show...with room to grow,06/08/2017,jklued,"Rome wasn't built in a day and Diane Rehm didn't become a national treasure in 6 months. 1A will be a very good podcast...but it has some room to grow. Topics are diverse and far-reaching. I actually like that they don't put the whole 2-hour show. I struggle with finding time with all my other podcasts to listen to even 60-minute shows. The Weekly Roundup is their most popular and a great way to catch up if hitting the road or cooking on a Friday evening after work! Enjoy and welcome Joshua Jackson, keep up the great work!",3
Where is the rest?,06/09/2017,Andy7567,"There is no reason why the whole broadcasted show isn't being uploaded as a podcast. I'm not going to listen to it live as it doesn't fit my schedule. And no, I'm not going to listen to it on your website. Why annoy the fanbase that the wonderful Diane Rehm built for you by delivering an unaccountably abridged product?",1
"Great, and unique",06/09/2017,-SNO,"It's not always what's in the news and I love that.
The weekly podcasts that dive into topics that may or may not be 'hot' in the news are a great break from the constant political reality-TV show like reporting.",5
Thought Provoking,06/10/2017,Trattler,I am a regular listener to 1A (and the podcast) because I find Joshua and his selected journalist guests provide both great questions and interesting insights on the issues they tackle. I also love the diversity of topics that the show covers. I especially love seeing how Joshua has gotten comfortable with where he is wanting each show to go and his style is refreshing (equal parts smart and cool). THANK YOU for this option for my limited listening time.,5
If they only kept the Friday News Roundup,06/10/2017,Chaucersdog,"The Friday News Round Up was the only radio/podcast that I considered ""must listen."" 1A seems to think that they are improving on it with new formats and even not using a balanced panel of reporters. The program is no longer on my must listen list. It may be deleted from my podcast list soon.",2
Worthy successor,06/14/2017,MettaKaruna,"Hosted by Joshua Johnson, this is a worthy successor to Diane Rehm’s beloved long-running NPR daily program. Compared to Rehm’s show, 1A thus far appears to be more focused on race, gender, and identity, and to be pitched toward a younger audience. Particularly recommended is the Friday News Roundup, a single 1.5-hour file that is split between domestic and international news, each with a panel of three invited journalists.",5
The most relevant news show,06/22/2017,Amihatt,"I love that 1A focuses on the bigger issues behind the news. Joshua Johnson calls out the rhetoric in the week's journalism and politics, and he always asks his panel to get down to specific, verifiable claims. I appreciate that 1A always has at least one woman on the panel, but I do wish the panelists talked about the role of race and gender in every issue a little more. Overall, it is the most informative news source that I subscribe to and is one of my models for great journalism.",5
Superb Show / Podcast,07/02/2017,Random Modnar,"Joshua Johnson has made this space his own from the very start. He is the best radio host I have heard (and I'm a fan of Tom, Terry and many others). He is bright, attentive and so good at getting from one panelist to another, from one topic to another. He's so good you don't even notice how good he is ... other hosts have techniques for tapering off one caller, pitching to a panelist or interviewee, etc. With Johnson, you don't even see the mechanics, you just flow along an interesting and informative stream of conversation. And his goodwill and decency are manifest. Love this new show!",5
Great podcast,07/12/2017,GUPrepster411,Highly recommend,5
Disgrace,07/22/2017,Spencer19070,I've never done a podcast but this is just shameful... rushed conversations and prerecorded voicemails are not a sound replacement to Diane rehm,1
Many shows not loaded to iTunes,07/23/2017,MiRiWi,"1) This potentially excellent show has two episodes each day, only some of them are put on iTunes. I would like to be able to choose which ones I listen to. Theyare all available on the website, but I use iTunes.",3
Love this podcast.,07/25/2017,Beckinak,"Measured, thoughtful and allows dissenting views. Greatly appreciate this being in my podcast feed.",5
definitely has improved since beginning,08/01/2017,Great711,"this podcast certainly has matured Ther have been some topics that I could not last 5 minutes with but now months later, I look forward to the venues. Friday's news roundup is quite good and the recent program on the Aspen Festival public input was ingenious. now the hope is consistency.",4
Incomplete,08/02/2017,Mjb4987,"Very good content, but why isn't the full show being offered?",2
"Want all shows, full shows, and less fluff",08/03/2017,incoherent1,"They're currently only posting some shows (not all), and when they do, it's a partial show, rather than the full episode. It's also very inconsistent. Some episodes are posted quickly while others take more time. The DRShow would post full episodes of both shows within a couple hours of air time. Every single day.",2
Mediocre Attempt to Fill Diane Rehm's Role,08/07/2017,KingCharlesXVI,"WAMU lost a legend of the microphone with Diane Rehm last winter, and to fill her daily time slot, Joshua Johnson was picked to command the public radio morning airwaves. Johnson's 'playful, down to earth' approach comes off disingenuous and insincere. I, myself, am a millennial, and it seems Johnson was chosen to speak to my audience. But he fails miserably to be taken serious. Looking for a new pod? Skip this one.",2
"Skeptical at first, but stay tuned in",08/12/2017,Egomanical,"At first I wasn't so sure about 1A. Hard to follow Diane Rehm, but kept downloading & listening periodically. Now love this show as much as the DR show. Joshua Johnson has entered the precious time slot occupied by one voice in exchange for his voice. Just what I was looking toward to, high quality material & discussion with a broad spectrum of expertise represented.",5
Love the weekly news round up,08/12/2017,Frugal Elf,"Every show is great, but my favorite is the extensive weekly news roundup (every Friday). I recommend this show for anyone who likes; To The Point, On Point or Left Right and Center.",5
Love this show,08/14/2017,mbnystrom,Joshua Johnson is part of my daily routine- can't wait to listen to his excellent commentary on so many salient issues domestic and international!,5
Great news podcast,08/15/2017,Gnomer84,I love this podcast's deep-dives into the news. Always interesting interviews and discussions.,5
"Many perspectives, varying topics...",05/08/2017,MCR6488,"Really appreciate how many perspectives Joshua Johnson brings on the show. I'd like to hear a few more thoughtful conservative viewpoints, but overall he is great at this. Joshua Jackson considers all viewpoints and asks questions that I'm thinking and questions that I'm not--and he is not afraid of the answer.",5
Joshua Johnson Leads a respectful conversation on topics that matter!,05/09/2017,RayTay718,"This podcast, and its host, facilitate meaningful conversation about current events and issues. It is respectful and intelligent. The guests are always interesting and insightful, whether or not I agree with their stance. I love listening!",5
Good info.,05/13/2017,smellie_bellie,I love mostly all of the 1A podcasts. Sometimes gets a little talking-over-each-other arguing-y but other wise a great podcast and good topics.,4
Love the Friday News Roundup,05/13/2017,MedStudentForevs,One of the best unbiased new sources available.,5
Friday news roundup is my go-to,05/14/2017,Musikiscool,The news cycle is boggling. The Friday round-up gives me the week's headlines with knowledgeable experts and no cable news sensationalism,5
Very informative,05/15/2017,greencrazymel,Unaware that show has been abridged. My experience is enlightening and entertaining. Thanks,4
Five Stars: Friday News Roundup has found it's legs...,05/15/2017,Christopher126,Just excellent! (Good to hear Yoki again!),5
Joshua Johnson is terrific,05/20/2017,NJL1964,"I think Joshua Johnson does a great job of moderating intelligent, well-informed, civil conversation. He takes on tough topics and is always mindful and respectful of his listeners.",5
Disgust,05/21/2017,LawDawgKMK,You go on with praising Ailes. There is a very special place in hell for anyone who associates greatness with a person (not to mention an entire network) who disrespects and belittles women and minorities. Unsubscribe,1
Terrific,05/21/2017,Mukkuroni,"Joshua Johnson is a huge improvement in Diane Rehm. Unlike the others giving feedback, I was not a huge fan of hers, I thought she was sort of dumb and self-regarding. I think Joshua asks very good questions, does his homework, and I for one don't miss the fawning phone calls, ""long time listener, first time caller, adore you Diane"". I do wish they would podcast all the shows though.",5
Do,05/26/2017,Booploopscrochet,Better,1
New Favorite Podcast,05/28/2017,Illinois Listener,"Insightful, balanced, timely analysis /review of news and politics",5
Thoughtful and Informative,05/28/2017,Bien Dormi,Love this show! Joshua does an excellent job of selecting knowledgeable guests and letting them discuss well considered questions. Diverse themes and guests make this particularly informative. Just wish it was the whole show.,5
Great show- need full 2 hours on podcast,05/28/2017,Alsos-cakesandmore,I love listening to the show live but sometimes get pulled away. I shouldn't have to go to 2 places to listen to the full show. We get 1/2 the show on podcast than have to go to the 1A web for the rest. When that happens I just listen to both shows on there. The full Friday show is available now on podcast- why not make them all? Once it's changed I'll definitely rate it 5 stars.,3
Joshua Johnson for 2020,06/01/2017,BootyJamz5555555555,"I could not ask for a better replacement for Diane Rehm's spot for the Round-up. His wit is unmatched, and he exudes intelligence. The candor he posses, and that fearless drive to get to the facts, makes my drive from place to place such a pleasure.",5
Whole show please!,06/01/2017,hman01,A segment from the second hour came on when I had to get out of the car. Thought I would listen to it later but it ain't here😡!,1
Fantastic!,06/01/2017,Pajaroyoso,"I love this podcast! Joshua (the host) does a wonderful job asking questions and moderating, the issues are great, and they do a good job trying to present different perspectives from their guests.",5
Sane and civil,06/02/2017,haubie,"A worthy successor to Diane Rehm. Joshua Johnson is wonderful, as is his occasional substitute, Indira Lakshmanan.",5
A weekly destination,06/04/2017,Nurse Keith,"As a professional podcaster, I can say without reservations that The 1A has become a go-to source of inspiration and thought-provoking conversation. I'm hooked.",5
Hubrissima,06/05/2017,Hubrissima,"The 1A has become better and better since January. Topics are timely and serious; there is a clear effort at providing a balance between various points of view. Occasionally Joshua Johnson becomes overly insistent, but in general, he and his discussants are respectful of those with opposing stances. There are no rants, no ad hominem comments. Many of Johnson's knowledgeable guests regularly appeared on the Diane Rehm show. Podcast downloading is cumbersome, however, and episodes tend not to appear promptly. Many thanks to NPR for providing a fine, informative program.",4
Great informative Podcast,03/14/2017,Helenared,"I wasn't sure what to expect when this podcast started, but you won me over. I like Joshua Johnson a lot, he's fair, kind and knowledgeable, and has done a great job bringing up relevant and interesting topics of discussion. Keep up the good work!",5
Incomplete!,03/14/2017,LSS3,"I suppose there is some value in editing out content that is irrelevant in a podcast. It would have been nice if Diane's show had removed the break music, for example. But 1A is simply not posting both hours except for, thankfully, the Friday News Roundup. This is just not acceptable. They say they are working on posting more content. What's the problem? Diane's show was fully posted for years! It seems like they are withholding content in order to push listeners to their app. No thanks! I have lots of podcasts to listen to from a variety of sources. Don't silo me with your app!",1
"Solid, but needs to grow.",03/14/2017,Butterydeer,"Please publish full content. I love 1a (clever), but please start pushing out the entire show. I'm giving 5 stars based on it's full potential.",5
Could be better,03/15/2017,Sprinklejuice,"I like the variety of topics covered, but the host has a habit of ""clarifying"" the comments of people he disagrees with. I don't mind hosts taking guests to task, in fact I prefer it, but he's transparently one-sided.",3
Show never took off,03/18/2017,Seattle_ex,Out of respect for the DR show I stuck with this show for over 2 months. But I just can't do it anymore. It has never found its stride and doesn't have a rhythm.,1
The Friday Newsroundup is still OK.,03/20/2017,Dhmon,"The topics are pretty outlandish. The Be prePARed show was the worst thing I've ever heard on NPR, made me sick to my stomach to think about it-what a waste of time!",3
Insightful yet accessible policy analysis,04/07/2017,Shame eater,Great discussions on a variety of topics,5
"Great, well rounded podcast",04/07/2017,Rolquan,5 stars!,5
1A comments,04/07/2017,Baker43,"One thing I am noticing is ""advertising creep"". I have drawn a ""red line""--if there are 5 more seconds of advertising, I'm out! I don't want to know about other podcasts, Fairfax, VA, etc. While exercising and listening to 1A, it is not convenient to fast forward through the advertisements. Keep them out. I contribute to NPR every year! If advertising increases, I'll go back to listening to my music over which I have total control!",4
Dianne Rhem's Legacy lives on.,04/09/2017,MBKircus,Still informative and gives a platform for civil dialog.,5
It's okay,04/13/2017,TheWarder500,Not as good as DR show. But there are good shows and bad. I think by setting this up as the replacment set the bar to high. Should have completly seperated the 2 shows becasue you cant replace DR shes one of a kind.,3
⭐️🌟⭐️🌟⭐️,04/15/2017,Blacdymond,It deserves 5 stars. I love that new episodes drop daily. Very informative on a multitude of subjects... Monday can't come soon enough,5
We still can't get it all,04/17/2017,jfh24,"Good show, but I still can't understand why we can't have both shows podcast. I generally listen while driving, jogging, or other activity. Podcasts work, but going to a website doesn't. If Diane Rehm could do it, I see no reason why it can't be maintained. Until that happens, since I'm only getting half of the show, I'll give it half of my rating.",2
Thank you!!!,04/18/2017,Drogtown,"I love it. I'll always miss not having Diane but this series is an excellent replacement. Smart, informative, and covering a wide array of topics. And the title is perfect! Keep up the good work.",5
One star until both hours are up,04/21/2017,Shuh'nyeah,C'mon put up both hours on itunes.,1
This is great,04/24/2017,eelplace,"A fabulous podcast, educational for everyone.",5
A thoughtful podcast.,04/26/2017,Midnight Towboy,"This podcast does really do a lot with the 30-40 minutes it normally has to really give you an idea about the topic they talk about. The only problem I can see with this podcast is that the vague overarching theme means they can do pretty much anything, which can be hard to follow at times.",5
Great topics covered,04/28/2017,Figure HDTV,"I really enjoyed the bride diversity of topics covered here. Sometimes the discussion may be a little one sided, but it is very informative overall. I enjoy the Friday news Roundup the best. They cover many of the big stories from the week all in one episode. They look at both domestically and internationally.",4
NPR great as usual,05/03/2017,Tofutulip,It would be even better if the whole show was available,5
